Date,Open,High,Low,Close,Adj Close,Volume,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2010-03-11,28.889999389648438,29.190000534057617,28.850000381469727,29.18000030517578,22.154903411865234,35349700,0.007248912557774329,0.0072227654737200605,28.845138703547068,28.738723636013724,28.725369216465165,-0.1078221367576687,0.06062828920149131,105.55540838384266,360.9756324491297,226.4956791220328,0.3628575461251395,0.4664287567138672,0.4523809523809524,29.250952161741054,28.251903956597396,29.15883362924202,28.226879948028486,29.240220473173476,27.942636313645256,100.0,100.0,100.0,8.05,535.29,144.0,28.43,39.1,15560.0,19.86,18.06,31.73,0.15,0.69,7.76,0.09,7749.66,357.16,1150.24,10664.95,1656.62,2368.46,148.3065834450932,152.49631632567898,150.61807776206177,103.24565558444388,6.958238827350291,1.7913117279677846
2010-03-12,29.31999969482422,29.3799991607666,29.040000915527344,29.270000457763672,22.223236083984375,31700200,0.0030843095149634702,0.003079562790112708,28.9513542490384,28.809634270081904,28.775396804203865,-0.15252167288669255,0.02905069400973821,104.93814078563793,290.7401912996793,214.06236728660434,0.37428583417619976,0.46999999455043245,0.44952374412899926,29.423645964009772,28.31063911812611,29.29070623484293,28.172150330360054,29.304359386662767,28.000402227455538,100.0,100.0,100.0,8.09,527.45,142.0,28.43,38.95,15560.0,19.65,17.58,31.7,0.15,0.69,7.76,0.09,7748.33,355.37,1149.99,10751.26,1662.74,2367.66,147.86940939476017,151.4303410806638,148.89894933234493,98.14298791771105,3.9597430777642155,3.1046549396471024
2010-03-15,29.18000030517578,29.3700008392334,29.010000228881836,29.290000915527344,22.23842430114746,37512000,0.0006833091032073041,0.0006830757538357609,29.03601597958833,28.873740919927375,28.82262151083598,-0.18665275259642589,-0.0033044815697505087,106.06043967159012,165.62484477973126,224.786238399001,0.3714288984026228,0.4428571973528181,0.4333333514985584,29.55297304328175,28.369883968785775,29.382198107209607,28.21780145682499,29.368901511493913,28.04728868131905,100.0,100.0,100.0,7.99,519.61,140.5,28.43,38.87,15360.0,19.42,18.0,31.79,0.15,0.68,7.76,0.09,7634.92,350.43,1150.51,10751.98,1649.5,2362.21,147.43159733417065,150.3635319353051,147.17989459400573,93.13099725914672,2.168390051785711,5.6362736865303305
2010-03-16,29.420000076293945,29.489999771118164,29.200000762939453,29.3700008392334,22.299161911010742,36723500,0.002731304923368738,0.0027275816880630516,29.11951224178534,28.9399606212331,28.872810808065147,-0.21314777534451465,-0.03578277135923479,100.0,185.1348286225366,188.194311069903,0.3757144383021763,0.4342855725969587,0.42428570701962426,29.630797017172124,28.514917333936975,29.49938384184983,28.206330247680025,29.395903236816828,28.15742986400162,100.0,100.0,100.0,8.02,521.57,141.0,28.43,39.01,15300.0,19.5,17.69,31.78,0.15,0.68,7.76,0.09,7695.63,359.87,1159.46,10721.71,1648.01,2378.01,146.99315646256244,149.2959636914306,145.46117604876855,88.21525744074711,1.4999952142323894,9.126339116257029
2010-03-17,29.5,29.8700008392334,29.399999618530273,29.6299991607666,22.49655532836914,50385700,0.008852513248344513,0.008813559476660732,29.24713402573689,29.032028070571595,28.942183343309708,-0.24896130028937632,-0.07169613212970698,100.0,158.25253325827384,199.21873137353077,0.3814288548060826,0.4228571483067104,0.4300000326974051,29.75631406428863,28.675114572534753,29.675319855606624,28.177536916679927,29.528326335815645,28.14691141065013,100.0,100.0,100.0,8.0,536.27,143.5,28.43,38.9,15960.0,19.89,16.91,31.69,0.15,0.69,7.76,0.09,7847.84,364.06,1166.21,10846.98,1682.86,2389.09,146.55409599176141,148.22771117064164,143.74305583625815,83.40112532895014,1.8541281791488904,13.306485627442274
2010-03-18,29.6299991607666,29.719999313354492,29.5,29.610000610351562,22.48137855529785,43845200,-0.0006749426588414946,-0.0006751705351792652,29.33785070078889,29.109136304106745,29.00332444494955,-0.2733720562634726,-0.1067607159363869,102.46895265544865,165.9572957058302,226.47024724463046,0.3328571319580078,0.41428565979003906,0.4266667138962519,29.798537559783394,28.864320040837423,29.809023219846104,28.178119343020107,29.643963325199604,28.128417322005564,96.96991590324538,98.29072229820824,98.4616490652519,8.02,530.39,145.0,28.43,40.43,15940.0,19.98,16.62,31.8,0.15,0.69,7.76,0.09,7886.34,361.64,1165.83,10744.03,1675.17,2391.28,146.11442514589388,147.15884920605583,142.0257956685751,78.69372989174296,3.116681646898938,17.909264873443487
2010-03-19,29.760000228881836,29.899999618530273,29.350000381469727,29.59000015258789,22.46619987487793,81332100,-0.0006754629298008113,-0.0006756911576643363,29.40088807879934,29.17328409329128,29.05700214356144,-0.28177165541329047,-0.13839349229530049,106.45144419936074,212.28065478979,311.2896428033065,0.36714254106794086,0.4164285659790039,0.42809522719610305,29.792916179815002,29.047084517729644,29.910105659743586,28.158465430954656,29.733163758923823,28.098264587255954,91.11130891073161,96.58128157517642,96.9231514112921,7.94,528.43,144.0,28.43,40.05,16080.0,20.11,16.97,31.68,0.15,0.68,7.76,0.09,7897.91,355.67,1159.9,10824.72,1686.11,2374.41,145.67415316109896,146.0894526340493,140.30965676502407,74.0979618579821,5.1626930392278645,22.677207202827656
2010-03-22,29.5,29.700000762939453,29.389999389648438,29.600000381469727,22.473785400390625,37718200,0.00033795974417936373,0.0003379026486485614,29.450666163386558,29.230204675773887,29.106654511368905,-0.27838073242524675,-0.16582133075527308,109.52357164590534,107.0173618721442,233.73479578728697,0.36285700116838726,0.3628572736467634,0.43190483819870723,29.804755967529452,29.155244751813463,29.973322222897416,28.258106195943263,29.821878561825827,28.088597396135484,91.6669757289012,97.43600193669234,97.692400238272,8.03,519.61,143.0,28.43,40.28,16020.0,19.94,16.87,31.78,0.15,0.68,7.76,0.09,7835.98,364.25,1165.81,10824.72,1672.67,2395.4,145.23328928524032,145.01959628600014,138.59489978701555,69.6184639948019,7.859347529541953,27.37116149806739
2010-03-23,29.59000015258789,29.899999618530273,29.40999984741211,29.8799991607666,22.686372756958008,42026600,0.009459418097580857,0.009414957960317032,29.557999427156172,29.316877034171377,29.177332410560407,-0.2895446867322698,-0.1944783641918233,106.5572283976674,105.63366282107593,193.04331673110192,0.3842857905796596,0.3792858123779297,0.4414285932268415,29.950932446460143,29.18335361659789,30.076567990525863,28.357717582071093,29.95834624116233,28.061653489992338,100.0,100.0,100.0,8.16,508.82,143.5,28.43,40.52,16180.0,20.22,16.35,31.77,0.15,0.68,7.76,0.09,7811.87,372.47,1174.17,10774.15,1681.82,2415.24,144.79184277761763,143.94935498003352,136.88178477316023,65.25962202723703,11.069087495433383,31.777620236618233
2010-03-24,29.719999313354492,29.850000381469727,29.600000381469727,29.649999618530273,22.51175308227539,33987700,-0.007697441388764325,-0.007727219599846004,29.580999477317942,29.36130808167866,29.220509775102027,-0.27773255333301083,-0.2166205364515993,174.99986754475663,130.39190386967203,168.18166054966335,0.3685714176722935,0.37000015803745817,0.41809527079264325,29.915763590918555,29.32137924442603,30.106898602244602,28.473101321461453,30.006776970458574,28.138937017346024,54.901902119033906,82.17056441298713,83.80285000852933,8.19,509.8,144.0,28.43,40.19,16380.0,19.62,17.55,31.8,0.15,0.68,7.76,0.08,7822.71,365.37,1167.72,10815.03,1681.01,2398.76,144.34982290867785,142.8788035127708,135.17057107457526,61.02555622236754,14.652751719261829,35.71478348356219
2010-03-25,29.829999923706055,30.56999969482422,29.799999237060547,30.010000228881836,22.785078048706055,73168700,0.012141673355252725,0.012068554501151551,29.688249673316474,29.447825180514645,29.29259675293793,-0.28541468017554944,-0.24049836898253305,142.18731373530744,119.01398140200862,165.21717497007677,0.4371430533272879,0.40642874581473215,0.4352380661737351,30.042063941344473,29.377935862471098,30.18625277238948,28.59660430507285,30.133806090813277,28.14333657014515,100.0,100.0,100.0,8.09,524.51,144.5,28.43,42.19,16380.0,19.65,18.4,31.79,0.15,0.68,7.76,0.08,7838.1,364.83,1165.73,10828.85,1688.39,2397.41,143.90723895972585,141.808016651082,133.46151729042134,56.92011365841329,18.47266796015654,39.037171334128026
2010-03-26,30.09000015258789,30.200000762939453,29.59000015258789,29.65999984741211,22.519338607788086,55595500,-0.011662791696112142,-0.0117313355139101,29.68118721643997,29.476122169441318,29.326130295446447,-0.2624757131324342,-0.2557766400650892,2166.6158052005817,160.19403092865593,215.0943328325041,0.4571429661342076,0.4192859104701451,0.43428575424920945,30.04228073353934,29.38629069503209,30.137481129744288,28.79251890295312,30.17705412141781,28.20104086963037,16.666590978242606,71.07437234882698,77.41934689969938,8.25,549.02,146.5,28.43,41.83,16400.0,19.91,17.77,31.83,0.15,0.68,7.76,0.08,7876.86,362.89,1166.59,10996.37,1697.72,2395.13,143.46410022263493,140.73706912384458,131.75488120369027,52.9468611972754,22.395624792658833,41.638656618293616
2010-03-29,29.709999084472656,29.81999969482422,29.549999237060547,29.59000015258789,22.46619987487793,33336000,-0.002360070640065305,-0.002362859996361147,29.658390449507582,29.491309172017314,29.350205440489212,-0.22344509173290505,-0.2627659281812359,-3249.9237078008828,187.3414970979362,240.2172718697198,0.4642859867640904,0.3985715593610491,0.43095243544805617,30.043979726603666,29.378877285463858,30.075732257413346,28.96712504893082,30.205670828918954,28.260043217014363,0.0,59.61541283057624,72.90324089057118,8.3,547.06,146.0,28.43,41.76,16360.0,20.22,17.59,31.72,0.15,0.69,7.76,0.08,7947.45,366.37,1173.22,10986.47,1691.99,2404.36,143.02041599955723,139.66603561370783,130.05091971726182,49.10907917703434,26.295652775672938,43.45385578509466
2010-03-30,29.6299991607666,29.860000610351562,29.5,29.770000457763672,22.60286521911621,34954800,0.006083146476768056,0.006064718835505155,29.686292952461457,29.528474948668197,29.388494375087813,-0.1978619899789514,-0.267437820278209,461.11028694951915,186.24970495743042,271.99986775716144,0.43714332580566406,0.40214293343680246,0.42333348592122394,30.05331020962529,29.420975461063886,30.0461577954364,29.11098538868051,30.26338414968841,28.273758467673478,42.85720773293491,71.08436226758495,84.51615523099206,8.42,539.22,144.0,28.43,42.13,16280.0,20.38,17.13,31.74,0.15,0.69,7.76,0.08,7962.22,368.9,1173.27,11097.14,1700.19,2410.69,142.5761956026333,138.5949907488656,128.34988879024857,45.4097558388881,30.056550951883416,44.4578830100218
2010-03-31,29.639999389648438,29.719999313354492,29.170000076293945,29.290000915527344,22.23842430114746,63760000,-0.0161235987522852,-0.016254998307385138,29.587219940858233,29.496673265413555,29.379513610347093,-0.13768922977569167,-0.2594723328291906,-264.51648628860073,1163.628797336662,245.78247081533232,0.4714287349155971,0.4171428680419922,0.3990477607363746,30.152815190011573,29.232899204694064,30.028145519103735,29.144712037920538,30.231364204423553,28.384826206372114,0.0,2.7027653986231,53.548465692976166,8.39,540.2,144.0,28.43,41.96,16360.0,20.56,17.59,31.75,0.15,0.69,7.77,0.08,7920.06,366.57,1169.43,11089.94,1692.85,2397.96,142.13144835370196,137.52400909483706,126.65204337464777,41.85158250094851,33.57410220685115,44.66453792553835
2010-04-01,29.350000381469727,29.540000915527344,28.6200008392334,29.15999984741211,22.139720916748047,74768100,-0.004438411200127947,-0.004448290189300231,29.480414915580727,29.45177718073041,29.359503500817418,-0.06554134925856343,-0.24099495273726632,-75.00019868233872,-1081.8109307809684,291.42811210838084,0.5328573499407087,0.45857157026018414,0.430476324898856,30.162829313756134,29.017170991419647,30.047603299134337,29.109539884982574,30.183029435724478,28.499827714398755,0.0,0.0,40.14082142247904,8.43,554.9,154.0,28.43,42.27,16900.0,20.5,17.47,31.68,0.15,0.69,7.77,0.08,8013.09,366.93,1178.1,11244.4,1719.17,2402.58,141.6861835840094,136.45316514625776,124.95763735231952,38.43694948921632,36.75792992130681,44.12305829272772
2010-04-06,29.149999618530273,29.579999923706055,28.979999542236328,29.31999969482422,22.261192321777344,47366800,0.001708207594075555,0.00170675026685888,29.400858398748124,29.41319747563593,29.348490595863073,0.019648847004818976,-0.19682761399418655,-49.27534629407978,-2499.9389662407016,278.0821989392,0.5300001416887555,0.48357159750802176,0.4476192111060733,29.901860081310573,28.972426025344,30.053930533368998,29.093212421866077,30.097589054754916,28.715744365771496,26.229456937739197,18.82350301248752,50.0,8.56,558.82,159.0,28.43,42.43,17380.0,20.68,16.23,31.52,0.15,0.69,7.76,0.08,8089.65,375.52,1189.44,11282.32,1726.09,2436.81,141.24041063391832,135.382533318681,123.26692347230848,35.16794283393139,39.53295837690918,42.91362297336133
2010-04-07,29.15999984741211,29.559999465942383,29.139999389648438,29.350000381469727,22.283979415893555,58318800,0.0010232157898283933,0.0010226926613706238,29.388143894332302,29.404770427174313,29.348628129568876,0.03563806811566244,-0.1758507859525697,-119.35531505146773,-364.28746594005423,280.5551434747595,0.5028572082519531,0.48000008719308035,0.4471430097307478,29.815660004896166,28.970054825774874,30.046949458167482,29.060193671453753,30.034615892864984,28.847289072490298,31.147597368486878,22.352993975024965,45.4546027752688,8.59,555.88,156.5,28.43,42.77,17180.0,20.48,16.62,31.52,0.15,0.69,7.76,0.08,8121.78,376.89,1182.45,11292.83,1726.6,2431.16,140.79413885261687,134.31218794039174,121.5801532885298,32.04634173735634,41.84045024381403,41.14183561996766
2010-04-08,29.31999969482422,29.979999542236328,29.299999237060547,29.920000076293945,22.716751098632812,63713800,0.019420772995426976,0.019234596384837505,29.52110794057742,29.473473148880636,29.400667508838808,-0.004990766003685615,-0.16846215420027216,284.84871253937524,512.9041586424576,216.07127347782625,0.5614286150251117,0.512857300894601,0.4528572445824033,30.01248026710842,28.86752025605006,30.106415524724277,29.04501324288873,30.04584969344158,28.942722018507364,100.0,89.41175150624376,91.34614679235594,8.57,539.22,153.5,28.43,42.4,17260.0,20.1,16.48,31.5,0.15,0.7,7.76,0.08,8057.6,371.47,1186.44,11168.2,1733.78,2436.81,140.347377597827,133.24220324423285,119.89757709783522,29.07361681689183,43.638605886429744,38.93245388697148
2010-04-09,29.950000762939453,30.40999984741211,29.899999618530273,30.34000015258789,23.035627365112305,54752500,0.014037435669217044,0.013939823293443005,29.725830994451545,29.589018004818175,29.486205547072363,-0.0897443229670147,-0.17795124389190292,207.01770823573503,268.0000305175781,194.8903971320177,0.5828571319580078,0.5100002288818359,0.4623809996105376,30.39560858534023,28.64724899348231,30.299324183242593,28.959247441513266,30.17142158501917,28.94762639733295,100.0,100.0,100.0,8.64,546.08,154.5,28.43,42.17,17120.0,20.01,16.14,31.5,0.15,0.7,7.76,0.08,8092.03,375.76,1194.37,11204.34,1724.47,2454.05,139.90013623551292,132.1726533594462,118.21944387847957,26.250929125266147,44.90272085853318,36.42265147093292
2010-04-12,30.25,30.489999771118164,30.209999084472656,30.31999969482422,23.020448684692383,37068800,-0.0006592108656257178,-0.000659428240644282,29.874373170018973,29.686488021950005,29.562121328375973,-0.16709345610262896,-0.1958590543645652,114.56327219934224,277.7780426875628,215.78950890765748,0.5442859104701451,0.5078573226928711,0.4595238821847098,30.69452966493391,28.642613279402028,30.44497197155352,28.916456697967263,30.2838085937607,28.943810759034132,98.3050463905861,98.3050463905861,98.3050463905861,8.65,539.22,154.0,28.43,42.23,16600.0,20.02,15.58,31.5,0.15,0.69,7.76,0.08,8117.75,378.97,1196.48,11251.9,1710.3,2457.87,139.45242413958917,131.10361230352805,116.5460012290046,23.579129947376778,45.624909504305286,33.755110230675996
2010-04-13,30.149999618530273,30.5,30.1299991607666,30.450000762939453,23.119150161743164,41374600,0.004287634215821784,0.004278468502382015,30.01828006859369,29.78829496365163,29.642950223232575,-0.23336657129240623,-0.21978972555736365,101.55042198210346,324.5608927704998,211.86435198655158,0.46571459089006695,0.49928597041538786,0.46095257713681176,30.91528944842728,28.790425186059323,30.58561737768063,28.857240092150565,30.412859333386997,28.927141000853148,100.0,100.0,100.0,8.66,533.33,150.0,28.43,42.3,16560.0,20.15,16.2,31.37,0.15,0.7,7.76,0.08,8029.73,381.33,1197.3,11161.23,1710.59,2465.99,139.00425069162844,130.03515397410155,114.87749530755904,21.058761371208966,45.81341372742673,31.071236883692134
2010-04-14,30.790000915527344,31.0,30.65999984741211,30.81999969482422,23.40007972717285,68941200,0.012151031941355138,0.01207780077870627,30.218709975511278,29.925861734357284,29.75009038456159,-0.3083429090230784,-0.25296852177965057,101.29035274892142,189.74368170428923,186.2745586915329,0.4571432386125837,0.5057145527430943,0.4600001743861607,31.213165744700948,28.935405814660104,30.84735681608539,28.762643521787798,30.617594576574618,28.868119927122372,100.0,100.0,100.0,8.77,540.2,153.5,28.43,42.6,16900.0,21.55,15.59,31.33,0.15,0.7,7.76,0.08,8097.13,397.73,1210.65,11204.9,1735.33,2504.86,138.55562528056942,128.9673521408061,113.21417077167182,18.690057628113365,45.49152644011587,28.50478373202143
